timestamp,product_name,supplier_id,warehouse_id,route_type,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,traffic_congestion_level,weather_condition_severity,shipping_costs,lead_time_days,eta_variation_hours,route_risk_level,delay_probability,risk_classification,delivery_time_deviation
2023-01-24 18:00:00,Rice,SUP002,WH003,Air,32.251267,-76.855003,5.28,9,6,3865,2,1.58,7,0.47,Low,9.56
2023-01-24 21:00:00,Rice,SUP003,WH004,Sea,31.032179,-104.59143,8.23,10,1,4446,7,3.31,1,0.69,High,0.88
2023-01-25 00:00:00,Laptop,SUP004,WH003,Sea,48.754508,-101.857245,9.06,2,9,4551,3,4.29,7,0.01,Medium,9.13
2023-01-25 03:00:00,Mobile Phone,SUP003,WH001,Road,28.922687,-77.029163,5.8,8,6,4602,7,2.03,1,0.27,Low,7.88
2023-01-25 06:00:00,Paracetamol,SUP004,WH004,Air,41.521581,-76.161939,9.1,3,5,3073,2,1.76,10,0.73,High,6.85
2023-01-25 09:00:00,Paracetamol,SUP001,WH001,Sea,39.247775,-88.492183,8.96,3,1,2641,3,3.14,6,0.58,Low,-0.11
2023-01-25 12:00:00,Laptop,SUP002,WH004,Air,33.544697,-76.324708,5.67,3,10,4386,4,4.0,4,0.08,Medium,0.18
2023-01-25 15:00:00,Paracetamol,SUP002,WH001,Road,47.693371,-87.644666,8.13,2,8,1812,4,3.51,3,0.05,High,3.15
2023-01-25 18:00:00,Mobile Phone,SUP002,WH001,Air,25.103687,-91.637855,5.07,9,7,4167,5,4.14,8,0.12,High,0.44
2023-01-25 21:00:00,Mobile Phone,SUP003,WH004,Air,23.90598,-77.183114,8.0,5,4,2713,3,2.04,3,0.03,Medium,0.83
